Graph Size,Cut Value,Time
8,54,0.00046944618225097656
8,47,0.0009965896606445312
8,47,0.0
8,42,0.0
8,58,0.006048440933227539
8,58,0.001035928726196289
8,54,0.0009965896606445312
8,63,0.0
8,75,0.005105495452880859
8,74,0.0023107528686523438
8,61,0.0009989738464355469
8,68,0.0
8,57,0.0
8,36,0.006214618682861328
8,63,0.001268625259399414
8,56,0.000997781753540039
8,60,0.0
8,65,0.0
8,44,0.005571603775024414
8,70,0.0016362667083740234
8,61,0.0009982585906982422
8,69,0.0
8,55,0.0
8,61,0.006112575531005859
8,50,0.0010395050048828125
8,25,0.0009975433349609375
8,53,0.0
8,53,0.0
8,59,0.005006313323974609
8,77,0.0008435249328613281
8,55,0.0009980201721191406
8,54,0.0
8,55,0.0
8,42,0.0052337646484375
8,65,0.0016629695892333984
8,51,0.0010061264038085938
8,41,0.0009982585906982422
8,72,0.0
8,46,0.0
8,43,0.005722522735595703
8,67,0.0015020370483398438
8,65,0.0010039806365966797
8,62,0.0020029544830322266
8,82,0.0009984970092773438
8,58,0.0021932125091552734
8,68,0.0010495185852050781
8,75,0.000997781753540039
8,76,0.0
8,55,0.0
8,64,0.005472421646118164
8,77,0.0013306140899658203
8,64,0.0019979476928710938
8,69,0.0
8,27,0.0
8,72,0.00488591194152832
8,37,0.0012552738189697266
8,60,0.0
8,58,0.0
8,64,0.0
8,67,0.0053558349609375
8,78,0.002454519271850586
8,57,0.0009965896606445312
8,74,0.0
8,20,0.0
8,46,0.0
8,62,0.0012943744659423828
8,58,0.0010480880737304688
8,61,0.0
8,62,0.0
8,61,0.0
8,56,0.006090879440307617
8,67,0.001268625259399414
8,43,0.0009965896606445312
8,36,0.0
8,44,0.0
8,56,0.005045652389526367
8,62,0.0012509822845458984
8,51,0.0020399093627929688
8,51,0.0
8,79,0.0
8,66,0.006104469299316406
8,54,0.0010077953338623047
8,67,0.000997304916381836
8,51,0.0
8,51,0.0
8,53,0.002263784408569336
8,75,0.0009996891021728516
8,78,0.0021457672119140625
8,65,0.003832578659057617
8,67,0.0012586116790771484
8,72,0.0009975433349609375
8,72,0.0
8,57,0.0
8,60,0.006609201431274414
8,45,0.0010073184967041016
8,53,0.000997304916381836
8,46,0.0
8,36,0.0
8,69,0.006483316421508789
8,44,0.0020606517791748047
8,72,0.0
8,61,0.00491642951965332
8,46,0.0030088424682617188
8,50,0.0019996166229248047
8,60,0.0013043880462646484
8,58,0.0022563934326171875
8,70,0.0019979476928710938
8,50,0.0010008811950683594
8,49,0.0
8,61,0.0052127838134765625
8,56,0.0015361309051513672
8,59,0.000997304916381836
8,69,0.0
8,71,0.0047037601470947266
8,72,0.0020215511322021484
8,47,0.000997304916381836
8,53,0.0
8,58,0.0
8,55,0.0
8,64,0.0010373592376708984
8,54,0.0009965896606445312
8,62,0.0
8,62,0.0
8,68,0.005063772201538086
8,75,0.003012418746948242
8,46,0.0
8,35,0.0
8,56,0.005262851715087891
8,59,0.0015749931335449219
8,29,0.0009965896606445312
8,60,0.0
8,59,0.0
8,67,0.00520014762878418
8,64,0.0009853839874267578
8,68,0.000997781753540039
8,53,0.0
8,46,0.0
8,67,0.005818605422973633
8,63,0.0014927387237548828
8,57,0.0009982585906982422
8,63,0.0
8,53,0.0
8,42,0.006174564361572266
8,58,0.0013127326965332031
8,56,0.0010035037994384766
8,54,0.0
8,57,0.0
8,48,0.005908489227294922
8,50,0.0012085437774658203
8,53,0.000997781753540039
8,33,0.0
8,36,0.0
8,36,0.0
8,46,0.0065364837646484375
8,34,0.0010371208190917969
8,61,0.00099945068359375
8,71,0.0
8,46,0.006050586700439453
8,66,0.001994609832763672
8,51,0.0
8,71,0.0
8,67,0.0062656402587890625
8,80,0.0022323131561279297
8,74,0.0
8,59,0.0
8,78,0.005927324295043945
8,64,0.0016012191772460938
8,56,0.0009975433349609375
8,52,0.0
8,63,0.0
8,43,0.006044626235961914
8,74,0.0012569427490234375
8,65,0.0
8,32,0.0025327205657958984
8,63,0.0
8,88,0.0036020278930664062
8,42,0.001264333724975586
8,58,0.0
8,43,0.0
8,66,0.0
8,74,0.0061838626861572266
8,45,0.0012416839599609375
8,58,0.0009984970092773438
8,49,0.0
8,61,0.0
8,57,0.006646394729614258
8,46,0.0010066032409667969
8,28,0.0009975433349609375
8,54,0.0
8,43,0.0
8,39,0.0058591365814208984
8,66,0.0019986629486083984
8,65,0.0010004043579101562
8,73,0.0
8,72,0.004857301712036133
8,74,0.001569986343383789
8,56,0.000997781753540039
8,61,0.0
8,53,0.0
8,34,0.0051763057708740234
8,50,0.0024330615997314453
8,52,0.0010061264038085938
8,52,0.0
8,51,0.0
8,34,0.005944728851318359
8,51,0.0013544559478759766
8,82,0.0009975433349609375
8,52,0.0
8,51,0.004999637603759766
8,45,0.0014684200286865234
8,39,0.001999378204345703
8,46,0.0009999275207519531
8,50,0.0
8,61,0.002324819564819336
8,60,0.0013227462768554688
8,51,0.002213001251220703
8,57,0.0
8,54,0.0
8,58,0.00580143928527832
8,62,0.0013725757598876953
8,67,0.000997304916381836
8,39,0.0
8,59,0.0
8,64,0.00676274299621582
8,67,0.002000093460083008
8,57,0.0
8,59,0.0
8,53,0.0046613216400146484
8,69,0.003010988235473633
8,55,0.0020003318786621094
8,40,0.0020029544830322266
8,61,0.00228118896484375
8,61,0.002042055130004883
8,62,0.0010027885437011719
8,66,0.002002716064453125
8,53,0.0019941329956054688
8,53,0.0020036697387695312
8,30,0.0009970664978027344
8,51,0.0020041465759277344
8,58,0.0019953250885009766
8,75,0.002004384994506836
8,64,0.0009996891021728516
8,48,0.002001523971557617
8,73,0.0009984970092773438
8,68,0.0009982585906982422
8,62,0.001985311508178711
8,52,0.0009980201721191406
8,66,0.0020029544830322266
8,66,0.001997232437133789
8,52,0.0010044574737548828
8,46,0.0014443397521972656
8,52,0.0009982585906982422
8,37,0.002003192901611328
8,52,0.0009996891021728516
8,61,0.0019974708557128906
8,42,0.002004384994506836
8,69,0.0010051727294921875
8,39,0.002001523971557617
8,74,0.0020003318786621094
8,72,0.0019998550415039062
8,65,0.0019989013671875
8,60,0.003000974655151367
8,59,0.003003835678100586
8,75,0.002233266830444336
8,62,0.0009999275207519531
8,52,0.0
8,62,0.0062906742095947266
8,37,0.0010030269622802734
8,50,0.0019958019256591797
8,56,0.002002239227294922
8,70,0.0009984970092773438
8,46,0.0021750926971435547
8,71,0.0020341873168945312
8,79,0.0
8,47,0.0
8,65,0.0055158138275146484
8,73,0.002334117889404297
8,50,0.0009989738464355469
8,41,0.001005411148071289
8,69,0.0
8,67,0.004034519195556641
8,47,0.0020096302032470703
8,77,0.002003908157348633
8,60,0.0017125606536865234
8,69,0.0020580291748046875
8,62,0.002374887466430664
8,43,0.000997304916381836
8,44,0.0
8,59,0.0
8,59,0.005680084228515625
8,66,0.0020105838775634766
8,75,0.0009992122650146484
8,30,0.0020029544830322266
8,74,0.0009982585906982422
8,54,0.0019998550415039062
8,62,0.0019981861114501953
8,80,0.0010004043579101562
8,58,0.0
8,54,0.0
8,66,0.006308317184448242
8,62,0.0020356178283691406
8,50,0.0
8,59,0.0
8,63,0.0
8,66,0.006642341613769531
8,75,0.0020809173583984375
8,32,0.00128173828125
8,51,0.0011494159698486328
8,65,0.0009970664978027344
8,59,0.0010042190551757812
8,62,0.0020051002502441406
8,74,0.0010020732879638672
8,55,0.0009996891021728516
8,48,0.0019998550415039062
8,85,0.002002716064453125
8,39,0.0003829002380371094
8,39,0.0021839141845703125
8,47,0.0
8,36,0.0
8,63,0.004315614700317383
8,60,0.000988006591796875
8,77,0.0021250247955322266
8,64,0.0019974708557128906
8,52,0.0010001659393310547
8,47,0.0010023117065429688
8,30,0.0023703575134277344
8,50,0.0009965896606445312
8,55,0.0010006427764892578
8,59,0.0020020008087158203
8,64,0.0009949207305908203
8,63,0.0020482540130615234
8,65,0.0011832714080810547
8,57,0.0009975433349609375
8,86,0.0
8,58,0.0
8,70,0.006475925445556641
8,56,0.00747227668762207
8,73,0.001999378204345703
8,66,0.0
8,59,0.0
8,57,0.005245208740234375
8,70,0.0010557174682617188
8,70,0.0009982585906982422
8,69,0.0
8,62,0.0
8,64,0.005982637405395508
8,75,0.0019981861114501953
8,45,0.0010004043579101562
8,54,0.0020017623901367188
8,63,0.0009996891021728516
8,53,0.0012865066528320312
8,59,0.0019791126251220703
8,57,0.000997781753540039
8,72,0.0
8,50,0.0
8,33,0.0
8,36,0.00639796257019043
8,75,0.0012502670288085938
8,54,0.0009982585906982422
8,63,0.0
8,53,0.0
8,57,0.006466865539550781
8,45,0.0010027885437011719
8,42,0.0009989738464355469
8,58,0.0
8,61,0.0
8,73,0.006254434585571289
8,75,0.0020017623901367188
8,64,0.0
8,44,0.0
8,50,0.0
8,62,0.006163358688354492
8,80,0.0013077259063720703
8,57,0.0
8,50,0.0
8,35,0.0047299861907958984
8,55,0.0008833408355712891
8,64,0.0020074844360351562
8,59,0.0009987354278564453
8,62,0.0010037422180175781
8,47,0.001997709274291992
8,64,0.0020084381103515625
8,48,0.0010251998901367188
8,60,0.0009984970092773438
8,53,0.0
8,60,0.0
8,50,0.0
8,43,0.0068323612213134766
8,43,0.0009961128234863281
8,69,0.001997709274291992
8,70,0.002001523971557617
8,83,0.0013682842254638672
8,41,0.0025873184204101562
8,64,0.0009982585906982422
8,76,0.0
8,44,0.0
8,28,0.0
8,53,0.00661921501159668
8,69,0.00102996826171875
8,50,0.0009982585906982422
8,79,0.0
8,63,0.0
8,64,0.006317615509033203
8,74,0.002004861831665039
8,59,0.0
8,67,0.0
8,59,0.005615711212158203
8,77,0.0013344287872314453
8,53,0.000997304916381836
8,43,0.0
8,65,0.0
8,42,0.0
8,47,0.006413459777832031
8,54,0.0010559558868408203
8,76,0.0009982585906982422
8,49,0.0
8,52,0.0
8,67,0.006333351135253906
8,63,0.0010483264923095703
8,67,0.0009965896606445312
8,77,0.0
8,45,0.0
8,55,0.006075143814086914
8,35,0.001064300537109375
8,48,0.0009980201721191406
8,38,0.0
8,53,0.0
8,54,0.0
8,56,0.006075620651245117
8,61,0.0020046234130859375
8,74,0.0
8,51,0.0
8,34,0.0
8,68,0.006510734558105469
8,62,0.0010027885437011719
8,66,0.001997232437133789
8,64,0.0
8,64,0.0022640228271484375
8,88,0.002294301986694336
8,55,0.0
8,40,0.0026679039001464844
8,60,0.0
8,76,0.0038318634033203125
8,41,0.0009996891021728516
8,39,0.0
8,42,0.0
8,59,0.0020084381103515625
8,65,0.001999378204345703
8,70,0.0020062923431396484
8,62,0.001999378204345703
8,68,0.0030024051666259766
8,63,0.0029973983764648438
8,61,0.0020003318786621094
8,59,0.001995563507080078
8,45,0.0023872852325439453
8,58,0.0010006427764892578
8,56,0.0030493736267089844
8,48,0.002040386199951172
8,68,0.003000020980834961
8,64,0.003086090087890625
8,52,0.0019989013671875
8,39,0.001007080078125
8,44,0.001998424530029297
8,57,0.002451181411743164
8,57,0.0005354881286621094
8,58,0.0014519691467285156
8,54,0.0
8,37,0.0
8,30,0.0014617443084716797
8,60,0.0010311603546142578
8,52,0.000997781753540039
8,64,0.0
8,53,0.0035839080810546875
8,60,0.0023055076599121094
8,70,0.002240896224975586
8,68,0.0
8,68,0.0
8,63,0.0052127838134765625
8,48,0.0012905597686767578
8,55,0.000997781753540039
8,56,0.0
8,55,0.005450010299682617
8,40,0.001062631607055664
8,70,0.0010006427764892578
8,51,0.0019998550415039062
8,64,0.001506805419921875
8,65,0.0020079612731933594
8,51,0.0009050369262695312
8,62,0.0020008087158203125
8,72,0.002142667770385742
8,65,0.0
8,49,0.004798412322998047
8,63,0.0010018348693847656
8,52,0.0
8,59,0.006624460220336914
8,64,0.002031564712524414
8,45,0.0
8,64,0.0021393299102783203
8,52,0.00287628173828125
8,69,0.0016126632690429688
8,72,0.0009965896606445312
8,67,0.0
8,47,0.0
8,60,0.0022873878479003906
8,53,0.000997304916381836
8,67,0.0
8,68,0.0
8,43,0.0063703060150146484
8,25,0.0010404586791992188
8,56,0.0009970664978027344
8,72,0.0
8,69,0.0057125091552734375
8,57,0.0013051033020019531
8,56,0.0009980201721191406
8,63,0.0
8,61,0.0
8,57,0.0022306442260742188
8,45,0.0009970664978027344
8,52,0.0
8,60,0.0
8,62,0.006307840347290039
8,76,0.001069784164428711
8,68,0.0009968280792236328
8,55,0.0
8,50,0.0
8,32,0.0063018798828125
8,41,0.0010364055633544922
8,52,0.0009970664978027344
8,35,0.0
8,28,0.0
8,51,0.00517582893371582
8,62,0.0012824535369873047
8,53,0.0020236968994140625
8,43,0.0
8,69,0.0
8,39,0.005115985870361328
8,60,0.002215147018432617
8,65,0.0009961128234863281
8,50,0.003221750259399414
8,62,0.0044934749603271484
8,71,0.000997304916381836
8,54,0.006406545639038086
8,44,0.0020492076873779297
8,55,0.0
8,79,0.005745410919189453
8,61,0.002000093460083008
8,64,0.002999544143676758
8,67,0.0029447078704833984
8,50,0.0029239654541015625
8,44,0.0022497177124023438
8,71,0.0029060840606689453
8,48,0.0016241073608398438
8,72,0.0
8,59,0.006402015686035156
8,71,0.0030117034912109375
8,48,0.0018990039825439453
8,49,0.002132415771484375
8,48,0.006350517272949219
8,58,0.003011941909790039
8,61,0.002011537551879883
8,60,0.0
8,50,0.0015168190002441406
8,62,0.0021948814392089844
8,65,0.0033893585205078125
8,56,0.002529621124267578
8,62,0.0019991397857666016
8,56,0.0020418167114257812
8,66,0.003548860549926758
8,59,0.0022430419921875
8,74,0.002009153366088867
8,57,0.004255056381225586
8,55,0.000997304916381836
8,59,0.002726316452026367
8,47,0.0037529468536376953
8,48,0.0010471343994140625
8,60,0.003290414810180664
8,47,0.0
8,57,0.003764629364013672
8,69,0.0020351409912109375
8,45,0.0
8,59,0.0
8,46,0.0057027339935302734
8,63,0.0013818740844726562
8,39,0.0009968280792236328
8,74,0.0
8,58,0.0
8,34,0.006314754486083984
8,43,0.0010035037994384766
8,51,0.0009970664978027344
8,61,0.0
8,77,0.0051555633544921875
8,74,0.002329587936401367
8,70,0.0
8,54,0.0
8,68,0.006266117095947266
8,60,0.0020384788513183594
8,46,0.0
8,61,0.0
8,59,0.0064656734466552734
8,61,0.002003908157348633
8,56,0.0
8,59,0.0
8,45,0.00493621826171875
8,62,0.0013442039489746094
8,53,0.000997781753540039
8,60,0.0023708343505859375
8,44,0.0027239322662353516
8,66,0.0012829303741455078
8,62,0.0009975433349609375
8,48,0.0
8,41,0.0
8,48,0.005995035171508789
8,78,0.001352548599243164
8,47,0.0009989738464355469
8,63,0.0
8,43,0.0
8,58,0.006192207336425781
8,62,0.0013530254364013672
8,58,0.0009970664978027344
8,61,0.0
8,51,0.0
8,66,0.006399631500244141
8,44,0.0010471343994140625
8,60,0.0009992122650146484
8,54,0.0020411014556884766
8,49,0.004228353500366211
8,51,0.0020003318786621094
8,43,0.0020003318786621094
8,41,0.0009996891021728516
8,62,0.002755880355834961
8,62,0.0026040077209472656
8,34,0.0
8,45,0.0
8,48,0.006597995758056641
8,65,0.0010523796081542969
8,37,0.0
8,42,0.005668163299560547
8,68,0.0024688243865966797
8,60,0.0009982585906982422
8,50,0.0
8,54,0.004961490631103516
8,65,0.002576112747192383
8,51,0.0009970664978027344
8,89,0.0
8,66,0.00583958625793457
8,62,0.001996755599975586
8,66,0.0020012855529785156
8,78,0.001998424530029297
8,50,0.0026941299438476562
8,60,0.0010843276977539062
8,46,0.0
8,42,0.0
8,52,0.0
8,33,0.006251335144042969
8,72,0.002046346664428711
8,56,0.0
8,57,0.0
8,54,0.007245302200317383
8,68,0.0019979476928710938
8,64,0.0
8,64,0.005031108856201172
8,44,0.0020651817321777344
8,55,0.0029985904693603516
8,56,0.002006053924560547
8,50,0.0010657310485839844
8,48,0.0010030269622802734
8,47,0.0
8,71,0.0
8,55,0.00691986083984375
8,47,0.0010380744934082031
8,45,0.0009980201721191406
8,57,0.0020401477813720703
8,48,0.0
8,69,0.004427909851074219
8,56,0.0020437240600585938
8,57,0.0
8,69,0.0
8,58,0.0059621334075927734
8,43,0.001422882080078125
8,59,0.0
8,52,0.005928516387939453
8,59,0.002157449722290039
8,57,0.002009153366088867
8,48,0.0019943714141845703
8,78,0.0025060176849365234
8,51,0.002085447311401367
8,55,0.0
8,48,0.0
8,61,0.005462169647216797
8,59,0.0011572837829589844
8,57,0.0010061264038085938
8,74,0.0
8,54,0.0
8,56,0.004697561264038086
8,63,0.0023670196533203125
8,53,0.0010039806365966797
8,50,0.0
8,73,0.0
8,45,0.00590968132019043
8,70,0.0012943744659423828
8,55,0.0009992122650146484
8,51,0.0
8,54,0.0
8,47,0.005158901214599609
8,49,0.001336812973022461
8,59,0.0009982585906982422
8,56,0.0
8,58,0.0
8,54,0.005701541900634766
8,72,0.0016455650329589844
8,50,0.0009970664978027344
8,59,0.0
8,49,0.0
8,69,0.005090236663818359
8,63,0.0013163089752197266
8,63,0.0020389556884765625
8,59,0.0
8,62,0.0
8,45,0.005068302154541016
8,76,0.0012824535369873047
8,67,0.0020461082458496094
8,55,0.0
8,48,0.0
8,33,0.003837108612060547
8,53,0.0022432804107666016
8,46,0.0019960403442382812
8,81,0.0010013580322265625
8,83,0.0015146732330322266
8,72,0.002892732620239258
8,66,0.001415252685546875
8,67,0.0009980201721191406
8,67,0.0
8,76,0.004822254180908203
8,54,0.0013897418975830078
8,59,0.002026081085205078
8,54,0.0
8,48,0.0
8,50,0.0
8,55,0.005940437316894531
8,41,0.001300811767578125
8,78,0.000997781753540039
8,90,0.0
8,51,0.005175590515136719
8,54,0.001382589340209961
8,48,0.0020618438720703125
8,63,0.0
8,85,0.0
8,60,0.004825592041015625
8,54,0.0009598731994628906
8,46,0.002306699752807617
8,59,0.0
8,59,0.0
8,59,0.005167484283447266
8,42,0.0011906623840332031
8,62,0.0020329952239990234
8,65,0.0
8,49,0.0
8,57,0.005126476287841797
8,64,0.002223968505859375
8,58,0.0009996891021728516
8,47,0.0
8,84,0.0
8,61,0.006377458572387695
8,68,0.002004861831665039
8,57,0.0
8,60,0.0
8,68,0.005112171173095703
8,64,0.001613616943359375
8,47,0.000997781753540039
8,38,0.0
8,63,0.0
8,50,0.005104541778564453
8,70,0.0013918876647949219
8,55,0.0009975433349609375
8,60,0.002574443817138672
8,59,0.0020058155059814453
8,61,0.0017342567443847656
8,51,0.002007722854614258
8,44,0.0
8,50,0.0060918331146240234
8,57,0.0019965171813964844
8,62,0.003519773483276367
8,70,0.0033991336822509766
8,57,0.0007903575897216797
8,58,0.0
8,68,0.0
8,44,0.005717277526855469
8,58,0.00273895263671875
8,77,0.0
8,52,0.0
8,69,0.005641937255859375
8,66,0.002245664596557617
8,42,0.00099945068359375
8,68,0.0
8,68,0.0
8,44,0.005800008773803711
8,54,0.0017075538635253906
8,69,0.0009992122650146484
8,85,0.0
8,76,0.004966020584106445
8,76,0.002361774444580078
8,43,0.000997304916381836
8,51,0.0025768280029296875
8,36,0.0
8,71,0.003815174102783203
8,78,0.0010447502136230469
8,63,0.0009968280792236328
8,70,0.0
8,36,0.004945516586303711
8,58,0.0023796558380126953
8,45,0.0010004043579101562
8,38,0.0
8,36,0.0
8,64,0.005007266998291016
8,75,0.00243377685546875
8,72,0.0009980201721191406
8,56,0.002580404281616211
8,50,0.0033721923828125
8,76,0.002032756805419922
8,52,0.0
8,56,0.004995822906494141
8,62,0.0014960765838623047
8,73,0.002040863037109375
8,66,0.0025734901428222656
8,58,0.0
8,69,0.003576517105102539
8,55,0.002156972885131836
8,62,0.0
8,59,0.0
8,54,0.004880666732788086
8,50,0.0013930797576904297
8,61,0.0025064945220947266
8,56,0.0
8,57,0.0035622119903564453
8,45,0.002325773239135742
8,46,0.0
8,76,0.0
8,52,0.0030732154846191406
8,48,0.002154111862182617
8,51,0.0006821155548095703
8,53,0.0
8,52,0.004892110824584961
8,61,0.0013537406921386719
8,68,0.002035856246948242
8,69,0.0
8,77,0.0
8,63,0.0062656402587890625
8,47,0.0019996166229248047
8,55,0.0010001659393310547
8,46,0.0026361942291259766
8,62,0.0020895004272460938
8,48,0.003064870834350586
8,80,0.0019969940185546875
8,64,0.0014495849609375
8,54,0.0024399757385253906
8,56,0.0009984970092773438
8,78,0.0
8,59,0.0030455589294433594
8,73,0.0034127235412597656
8,62,0.0010499954223632812
8,47,0.0009980201721191406
8,50,0.0035355091094970703
8,51,0.002742290496826172
8,79,0.002034425735473633
8,76,0.0
8,57,0.002468109130859375
8,47,0.0025217533111572266
8,53,0.002755880355834961
8,55,0.0
8,60,0.0
8,43,0.004985332489013672
8,50,0.0023093223571777344
8,73,0.0009996891021728516
8,65,0.002041339874267578
8,70,0.00519108772277832
8,66,0.0024085044860839844
8,65,0.0020041465759277344
8,66,0.0030241012573242188
8,78,0.0015952587127685547
8,44,0.0
8,76,0.006632566452026367
8,42,0.0010416507720947266
8,78,0.0020384788513183594
8,57,0.004622936248779297
8,32,0.002002239227294922
8,69,0.0
8,50,0.0049898624420166016
8,48,0.0020093917846679688
8,71,0.003002643585205078
8,63,0.001997232437133789
8,75,0.002001047134399414
8,85,0.003436565399169922
8,67,0.0
8,30,0.0019698143005371094
8,78,0.0013666152954101562
8,70,0.0020089149475097656
8,70,0.0026023387908935547
